,week,spa_spend,sb_spend,sd_spend,google_youtube_spend,bing_spend,google_without_youtube_spend,fb-ig_spend,twitter_spend,tiktok_spend,dsp_spend,fincast_spend,spa_impressions,sb_impressions,sd_impressions,bing_impressions,google_youtube_impressions,google_without_youtube_impressions,fb-ig_impressions,twitter_impressions,tiktok_impressions,dsp_impressions,fincast_impressions,amazon_search_volume,google_search_index,promotion,amz_rev,dtc_rev,total_rev
77,2023-07-23,714330.74,200103.86,35101.06,11415.99,9248.48,252222.5,185401.48,0,2651.51,103849.42,0,168761022,28141598,13895378,586971,1965624,14615782,23688591,0,1905797,19795983,0,2739308,35,0,26145908.07,2549399.351,28695307.42
78,2023-07-30,852459.66,231432.73,38706.75,9015.47,10329.8,291483.96,339931.94,29472,9002.61,245094.37,0,184197802,31530711,13675230,724801,2506051,22605145,64615807,17405499,6167650,33722062,0,2988071,37,0,28886344.47,2974200.807,31860545.28
79,2023-08-06,960612.38,250325.68,42053.67,9033.21,9643.43,241757.83,352554.41,30143.38,16673.81,306310.05,0,185270281,31929795,13240855,654989,2389046,14592571,67481670,18951536,8483921,35187659,0,2927331,38,0,28344233.77,2504060.956,30848294.72
80,2023-08-13,989017.11,282900.24,41942.97,11056.51,14720.98,244691.61,419293.27,29259.27,21661.45,337735.72,0,192061004,31761446,14442350,533519,2952121,14565518,69369960,15746873,8779101,38897237,0,3043519,37,0,29101231.55,2966265.794,32067497.35
81,2023-08-20,1050250.43,291070.07,42928.61,12092.22,74535.68,300123.31,534792.26,41802.88,85418.42,330013.62,0,207138925,31074438,14830690,1005675,11248343,17597638,63234169,25141152,14604148,38896733,0,2673109,35,0,29085551.35,3228339.287,32313890.64
82,2023-08-27,1232406.48,313191.96,51171.69,11982.6,263280.92,308153.67,475968.29,56188.59,99267.46,757565.31,0,233612786,32904731,16074948,474325,31976264,18335766,60673819,31857309,17871035,115097176,0,3078671,37,0,31701483.73,3204515.897,34905999.63
83,2023-09-03,1263150.34,309224.11,50032.27,11165.23,213672.27,343512.66,467014.78,43859.36,30043.93,525719.72,0,238595253,32840244,13559429,398650,31335283,16208470,61362498,18782164,11760927,80539175,0,3011397,36,0,32749625.23,3702579.514,36452204.74
84,2023-09-10,1273930.31,298244.27,42906.07,10657.18,32721.31,339068.32,341550.51,15584.81,19546.03,380837.63,0,252011672,33344765,12820437,423831,4776241,18695708,41243968,5428293,5187324,63262891,0,3283155,41,0,31940244.89,2967295.616,34907540.51
85,2023-09-17,1113901.2,283462.81,34360.73,11226.57,1667.11,284799.8,394339.27,19059.05,30336.55,334598.03,0,226424707,35134663,9073818,435704,268320,20535100,42545003,7184319,6886020,59986332,0,3744847,41,0,33686150.52,2882382.86,36568533.38
86,2023-09-24,939314.15,260070.59,32588.81,12650.37,71332.05,413784.06,531889.9,43647.45,18848.21,400430.71,0,215730246,32640207,7848941,623544,15831474,34863492,56610377,15776990,6449575,71320900,0,3902571,41,0,32876511.52,3906207.344,36782718.86
87,2023-10-01,958116.42,297753.99,35476.23,13107.93,146411.67,424181.14,560484.55,45733.33,129923.7,537918.67,0,226546884,34344150,8982025,593871,39201191,40989088,57659492,16278334,25265834,103770296,0,3613137,39,0,28591496.01,3008508.823,31600004.84
88,2023-10-08,1628935.21,505105.3,78522.04,14402.98,164812.17,445621.18,813745.84,78630.48,241791.45,1125936.65,0,342136804,50649381,16492599,843885,23210287,37201135,79443599,37776506,46178961,168087514,0,7781244,45,1,74504647.53,4607574.094,79112221.63
89,2023-10-15,858080.69,271114.76,41722.4,12509.14,82954.1,306120.58,462110.37,22743.86,176676.26,455967.35,0,214025360,35173960,13004753,700713,8478831,17858465,49767068,9674249,40756055,58697398,0,3814849,42,0,27060546.54,2452671.889,29513218.43
90,2023-10-22,878299.2,280184.81,36591.24,10790.05,111316.82,282036.9,603605.44,22181.84,174824.92,463903.42,0,227227437,35687151,13400964,573848,11072446,74397937,68217366,7360475,29373467,61468854,0,3228572,43,0,28685260.92,2390681.787,31075942.71
91,2023-10-29,898987.44,288893.8,42895.37,8930.58,69806.65,286591.23,623921.11,21539.67,141347.37,365954.5,0,237895247,37227184,15015365,493075,15324463,17993729,65533772,8569268,14681946,41434809,0,3282418,43,0,30979462.03,3214142.268,34193604.3
92,2023-11-05,884162.61,298563.03,50306.1,14078.71,212435.01,365433.39,704707.44,20784.76,193374.29,499575.42,0,233173489,38949130,17872353,1824225,35153540,18271415,68046045,8423588,18281531,68119580,0,3458348,45,0,32729875.86,4370723.61,37100599.47
93,2023-11-12,1036627.42,333968.49,42232.96,19473.58,98486.77,500501.82,1076153.24,26045.74,292587.12,901493.53,0,254376875,43522349,10582736,1708772,12807298,32998288,82721744,17017391,27578056,154495588,0,4918377,49,1,52715083.89,8017378.154,60732462.04
94,2023-11-19,1542061.91,520625.08,78720.09,33404.4,8576.14,898892.1,1620355.43,81925.21,521793.67,1562974.39,0,436274388,57549245,11780398,2504326,1241220,43417196,95097364,46384519,51401637,255193491,0,8829450,66,1,114095230.7,12534074.61,126629305.3
95,2023-11-26,1024538.67,339542.25,53868.75,26005.63,9334.89,591843.98,695683.94,54862.75,242804.4,648049.63,0,323617755,44169204,15441759,1886296,1552550,31760979,50332450,31909863,24567801,110878215,0,6328123,58,1,66214896.25,7033609.338,73248505.59
96,2023-12-03,535987.68,171868.36,23107.19,14258.66,4068.64,271737.28,132283.26,32118.74,214623.35,308773.09,0,157683245,27580239,6976973,865485,944495,16150420,15309363,17909857,28042709,63744423,0,3538142,48,0,39092959.07,3061816.452,42154775.52
97,2023-12-10,551073.33,149450.66,17606.25,12259.3,5369.91,253061.51,278433.34,34964.8,538315.87,356975.67,0,157778812,24854965,5856776,607738,1068501,16296681,30335538,13678838,78629635,79209727,0,3693655,44,0,45766668.36,3257435.61,49024103.97
98,2023-12-17,536990,150925.87,19373.65,10482.61,8493.04,234605.82,265183.07,37449.4,182568.62,264999.26,0,154417512,22985463,5384690,626203,1876492,19458078,38303883,23559411,22117234,58386988,0,3703453,45,0,38859734.55,2779181.878,41638916.43
99,2023-12-24,481731.55,149384.59,16924.33,9723.17,7207.58,230550.18,122870.16,28026.43,304248.72,82893.81,0,151760865,23231937,5248508,608095,1588267,18667150,20579907,23383935,23002181,23393555,0,3792805,49,0,30349640.35,3093461.823,33443102.18
100,2023-12-31,601940.33,173328.87,20816.19,8660.03,4117.26,213377.33,133580.67,4124.23,86320.75,50309.06,0,208276546,29078766,8840521,724985,1211704,12707692,30298781,4403476,10674781,17589127,0,3667168,55,0,38142888.4,3176588.247,41319476.65
101,2024-01-07,565286.19,153316.61,16794.56,8668.33,2572.89,236673.6,106357.68,13396.96,55446.16,60891.34,0,168395609,25212145,7864346,543360,825141,15251479,24304912,12500564,8792046,18023009,0,3186356,41,0,30362374.09,2964896.989,33327271.08
102,2024-01-14,616791.21,157159.49,18181.46,7896.22,2371.43,234878.07,118155.75,14900.44,95299.66,86336.48,0,184811226,25808614,7466114,416503,708766,15681810,21070078,11981393,14196979,22473482,0,2923088,38,0,30149340.42,2827463.084,32976803.5
103,2024-01-21,608773.54,178035.86,16384.22,8802.64,2696.41,252926.85,188930.94,17867.22,144678.92,116070.1,0,188168349,29794875,6271473,651860,1014428,17071219,25656887,11794316,18512251,33069955,0,2956629,36,0,30452191.28,2674080.651,33126271.93
104,2024-01-28,713828.71,180341.3,21370.06,9178.92,3020.86,278811.54,206278,13701.96,113266.72,123532.88,0,225528295,31796098,10256860,747756,1077611,16599331,26682681,11588580,14051675,38803563,0,3243787,43,0,35782137.39,2972251.633,38754389.02
105,2024-02-04,657425.11,164795.71,15198.19,9063.38,3218.86,335730.76,240198.44,13433.3,197631.97,132132.69,0,200327156,27710254,9054681,683525,812504,21456695,30937780,11639723,38750716,41638076,0,3233696,41,0,32015186.67,3266320.137,35281506.81
106,2024-02-11,671769.12,166606.76,16169.63,9637.79,3164.08,371338.02,231605.08,17901.35,206002.22,99861.04,0,200406233,28079675,8072234,712371,743737,23440908,28096782,13605753,41803437,29938975,0,2930893,41,0,31740100.96,3898267.085,35638368.05
107,2024-02-18,719396.75,166991.15,14593.85,9521.62,3657.02,307028.12,194553.8,7148.67,116734.76,90448.96,0,206069244,28058997,5760707,598601,805412,17312210,21827978,6874923,12104260,26912303,0,3039417,40,0,34015624.4,4697844.099,38713468.5
108,2024-02-25,833600.7,172294.13,22306.97,8880.8,4402.12,322271.85,362385.35,8349.37,118106.84,163950.48,0,243137605,30385927,9973638,589974,836077,19591456,38823316,7601996,11861182,55676385,0,3221443,40,0,38423528.63,4379311.844,42802840.47
109,2024-03-03,816945.2,162128.57,23583.63,8869.94,34020.56,318786.51,392624.92,7330.51,99317.8,221932.25,0,235355646,27284638,9160953,654212,8276029,22577112,43759240,6659392,9967225,56849938,0,3170554,40,0,37734033.66,3558032.864,41292066.53
110,2024-03-10,826856.39,156730.91,25631.1,11042,153998.39,399498.56,528143.96,8131.99,97904.05,366318.38,0,221734122,26184567,9524495,1624347,31581099,24859482,57132795,8543022,7830614,81973439,0,2933968,38,0,35186926.41,4668398.536,39855324.95
111,2024-03-17,997695.94,199774.31,29736.63,14320.57,102399.39,521020.02,546295.64,12999.72,116275.27,580871.78,0,285925414,31814999,11595339,2467105,16866758,35737212,53043835,12109203,10852539,106237191,0,3634517,43,0,46689951.23,5164124.811,51854076.04
112,2024-03-24,948019.83,185504.97,28614.2,16424.69,20190.88,592700.17,802338.97,11222.01,84231.21,422760.06,0,284478384,31308439,12156096,2749426,2184035,35719266,58238488,12858661,6248176,89795426,0,3492687,45,0,41335857.54,6005301.922,47341159.46
113,2024-03-31,857960.57,169969.06,18433.91,12806.69,4109.75,382064.82,280977.12,6710.89,49517.72,203140.71,0,265476112,28228263,11167596,1344474,1815143,24958712,27644433,8765967,4045965,44873741,0,3188209,41,0,35847851.33,3982096.15,39829947.48
114,2024-04-07,835885.94,169278.34,19641.77,10700.4,4089.06,350352.9,198733.69,5941.04,37890.72,220752.57,0,263719342,26910168,12939398,636071,1646038,22116729,22278145,6975188,2975143,50282071,0,2961924,40,0,34552851.92,3757671.301,38310523.22
115,2024-04-14,897782.9,182985.11,19898.98,13795.94,2100.51,497016.93,338843.45,9668.16,51209.9,307397.48,0,302636048,28955024,18135127,1098750,385559,26436928,43879295,11392892,5093397,69575294,0,3303929,42,0,43248132.01,6520004.641,49768136.66
116,2024-04-21,918234.1,183123.73,25835.69,13998.78,879.64,553346.06,374769.9,3068.39,76219.14,284058.14,0,280424302,28328300,18025619,1183962,265192,26553781,54031164,3412316,4897372,54112180,0,3299734,46,0,39238614.05,5464160.6,44702774.65
117,2024-04-28,916342.16,179461.33,23778.67,12323.18,1141.49,437132.44,264984.26,4629.55,131173.62,195528.55,104461.5531,278394975,31267826,16313856,1249464,448492,23233566,44669535,3980960,8978761,38609197,602953,3126745,45,0,39381873.09,3937497.73,43319370.82
118,2024-05-05,921896.06,178071.83,20502.42,11782.43,1579.58,569573.52,460215.36,6473.9,106238.53,264944.5,180228.6292,260382971,29547810,14300103,962449,503620,28809492,70762505,4775766,14920670,55780033,4106065,2646071,42,0,38464608.35,4826774.281,43291382.63
119,2024-05-12,964712,182554.77,26032.07,13876.78,3055.03,636602.19,575912.64,7480.9,217896.96,224300.53,176248.753,281799976,28163065,16166676,978800,550569,82815431,74059908,5894653,37394868,42193745,4106065,3101761,43,0,39361736.74,5622788.233,44984524.97
120,2024-05-19,1033540.72,193012.99,18373.9,17085.95,32963,615325.85,446030.44,9854.4,114987.8,247983.41,136510.4378,283573858,29163515,10675034,1738850,5498449,29900443,44541917,6314618,9491070,42433386,4106065,3214141,44,0,47029371.37,11320526.96,58349898.33
121,2024-05-26,1105296.22,208766.46,19265.23,21920.07,19239.33,614076.31,431248.76,16822.7,107717.03,266784.05,134798.7455,293727539,32589877,9006378,2293868,1807063,27139129,42587101,11933805,9664417,60059435,4106065,3606869,42,0,47385918.85,8385381.629,55771300.48
122,2024-06-02,1015607.45,194785.52,19745.16,19609.5,93124.77,693713.57,411246.72,16248.81,62398.8,224727.12,297825.5404,261546097,29263414,10232054,2352517,16765212,27986505,39282512,10550614,6438875,42845240,3757651,3464170,48,0,46882666.79,7803337.975,54686004.76
123,2024-06-09,1030103.27,189260.26,20939.43,18266.94,258390.1,689323.47,475622.24,10643.16,48465.4,231366.95,169215.7072,253649537,28209086,15840985,1912233,38505196,27199021,48574228,6487494,5813923,40854388,7515303,3333370,49,0,44079956.25,7030618.478,51110574.73
124,2024-06-16,1043494.74,192933.69,22773.84,18174.82,30826.03,695994.05,537868.62,8146.44,147262.24,227958.7,0,256771200,28613619,19041956,2397947,5706325,35011612,57820387,5126409,21302836,41494218,0,3333877,47,0,45517674.55,8441800.78,53959475.33
125,2024-06-23,1035387.74,204701.83,21113.22,18440.2,14142.44,647770.54,469697.7,7525.51,22734.01,205706.68,0,259749452,29475261,16495698,1541452,1715475,35898818,48939850,4102247,5987651,40920157,0,3401466,48,0,39185027.8,5335548.743,44520576.54
126,2024-06-30,1030576.15,212305.19,23628.48,19407.48,28901.16,544684.71,449293.38,10119.89,63395.21,325495.61,0,248836727,29819473,14817476,1650867,4681146,35895886,62328505,7151450,13506577,59049927,0,3567863,62,0,37887010.3,5585526.411,43472536.71
127,2024-07-07,1333639,286599.98,26552.87,19762.57,67735.65,853415.02,823940.36,8941.84,142533.96,703047.98,0,350151878,42334255,12831110,2490831,13889154,50221740,96741030,5895381,33115107,119466037,0,4647209,67,0,52184517.14,9322732.657,61507249.79
128,2024-07-14,3110349.68,696268.89,74993.09,30278.04,77516.74,1292129.37,1060443.84,15863.43,62208.56,1049033.31,0,686313078,77151562,20692974,3327332,12252236,64197543,96456805,6919263,25149257,146234019,0,10490293,83,1,158345587.9,18248427.36,176594015.2
129,2024-07-21,921115.1,217317.58,21147.7,17912.02,4298.96,548777.51,263909.41,7258.92,11504.04,125002.75,0,245747817,33007264,13001252,1986264,1728386,34487220,25006176,2400988,3058181,24831055,0,3523319,64,0,34639763.13,4193388.911,38833152.04
130,2024-07-28,1009129.9,209027.01,22060.57,17459.8,1396.08,530249.03,268202.38,2972.42,10400.36,116640.2,0,269447518,34171552,9183266,1851817,392102,32961426,37467194,1190128,444936,25074823,0,3263949,59,0,40074404.81,5453349.888,45527754.69
131,2024-08-04,1140030.43,222895.84,24460.76,16525.92,5091.79,451420.61,368183.71,2048.55,22487.51,181269.7,0,297668745,37624861,9336738,1876218,1142332,35264023,39846574,1516986,3531393,34438233,0,3516564,66,0,45349357.61,4648827.092,49998184.7
132,2024-08-11,1206368.66,233866.71,28685.21,18842.36,18980.71,688837.33,468864.31,4286.34,18150.8,229210.65,0,303470871,39096975,10932529,3338587,2134557,58713782,50399282,3336283,3643993,42550047,0,3764477,72,0,44984675.5,6057976.35,51042651.85
133,2024-08-18,1189974.07,225559.73,26254.57,20097.99,57512.39,677632.52,466722.53,5621.55,46587.93,243905.7,0,285527121,40086184,12946775,2231643,17818888,50265097,43996252,3180641,4144684,42211930,0,3511511,67,0,45408887.75,6682832.039,52091719.79
134,2024-08-25,1409693.59,236240.39,34337.17,19979.17,40289.69,457370.7,464676.96,6061.43,27612.89,261305.15,0,304633412,41615544,12719274,2140144,8858314,26696898,50163384,3248621,6592312,50271056,0,3875235,67,0,49105967.34,5315837.077,54421804.42
135,2024-09-01,1303753.18,237035.75,34461.52,19648.05,555739.1,504273.55,644379.18,7913.13,23585.46,284310.97,0,282657989,40117937,12599998,2063276,88866118,30072117,76552409,3544930,9620060,54339502,0,3876436,68,0,49030523.78,5723591.567,54754115.34
136,2024-09-08,1276559.24,238457.8,30368.52,15617.23,169439.64,528341.01,578862.38,9559.79,21637.74,344957.73,0,270803002,38633705,10848274,1704069,38458110,28531755,63951247,4703653,13214798,81746095,0,3724689,68,0,44215575.91,4626215.478,48841791.38
137,2024-09-15,1330004.76,234806.1,29048.84,13712.26,77214.02,496470.45,507572.28,14012.24,64402.86,304134.62,0,281257570,36270894,11582193,1445124,32324870,27591060,56861187,5898593,16497357,68399385,0,3871812,69,0,44707038.96,5683602.805,50390641.76
138,2024-09-22,1361804.23,251385.38,35796.08,15314.99,271398.72,459128.73,494411.42,20236.04,263868.87,408852.34,0,341364030,38224888,24770994,1611801,48713966,25203434,59256509,8451740,47474178,81305295,0,4101315,68,0,44906731.55,4986673.494,49893405.04
139,2024-09-29,1347988.35,264450.55,39790.83,16754.39,420106.98,696390.7,847128.29,18696.15,39747.79,714215.91,0,355232906,39974611,27693344,1441439,91463908,35219233,88804472,10496642,4994890,106688931,0,4160649,72,0,45650437.5,7718532.728,53368970.23
140,2024-10-06,2749483.85,533260.79,98835.47,23490.51,239156.56,938070.89,936107.42,15510.05,71786.75,770681.15,0,593183866,67859963,32877499,2131093,48020742,44871173,94764866,8501697,12057071,121931548,0,8183292,76,1,113329031.1,13930084.04,127259115.1
141,2024-10-13,1543802.91,311995.28,50171.93,18024.89,134901.78,564435.47,410085.28,10054.98,49998.01,275509.8,0,335908554,48892975,19404874,1941870,30490566,28943495,49948509,5995000,12422017,81348996,0,4956577,74,0,60778243.09,5918280.747,66696523.84
142,2024-10-20,1178222.65,254449.24,36011.23,15949.95,96909.5,391498.84,364300.01,9358.65,137596.86,237838.31,0,224594447,42453186,12549658,1549317,35250314,25288715,51032707,3484204,23670035,58340163,0,4215173,68,0,42157671.31,4402227.831,46559899.14
143,2024-10-27,1181190.36,241546.25,38068.71,12351.93,96614.36,393358.91,361116.32,8546.98,91698.16,298798.65,43596.0421,220020976,43469188,19714795,1101753,48847210,24912210,46446314,3035153,20064494,63778614,0,3603994,65,0,40881221.54,5271422.781,46152644.32
144,2024-11-03,1154070.67,244751.47,38710.48,18820.42,131893.54,498356.89,503685.77,7338.39,78596.44,366775.22,164332.16,229274950,45876329,19247363,2298195,58157194,31442994,57383770,3546819,22128599,69901281,5272788,3773188,67,0,44881166.06,6028720.265,50909886.33
145,2024-11-10,1212547.93,270049.27,35143.23,33173.91,134681.36,718082.79,794627.28,6404.07,60637.76,425822.73,204545.5195,309818088,49534805,18553645,4411074,38153926,57027577,71599960,2402150,22354323,84026607,5272788,4057781,70,0,46675838.84,7890762.032,54566600.87
146,2024-11-17,2075926.25,500495.68,80686.36,49030.72,118155.51,1146329.17,1234358.57,7794.35,73060.93,695763.58,232617.8621,510919687,68033207,28289157,6442466,23296249,65647489,108118732,2017552,15362376,127684857,5272788,6610602,76,1,92800975.96,15719700.11,108520676.1
147,2024-11-24,3842566.42,851485.47,116060.06,68508.63,318933.9,1670964.17,1886115.5,12426.24,92261.68,1445183.5,267424.6104,1039204929,94954682,39864440,8182799,38608461,74087709,154551052,1808010,20101215,200593070,5272788,9573695,100,1,171321328.1,24096245.3,195417573.4
148,2024-12-01,2298769.98,525190.64,56794.06,40197.15,387614.3,763180.13,687383.59,3665.59,25622.48,627837.13,218696.8688,594512555,68914549,28969751,3553725,42284676,39657125,58328591,957933,8208819,110816224,4097343,6752340,93,1,100940850.8,13682054.49,114622905.3
149,2024-12-08,1189450.85,270726.84,32868.6,19971.58,136494.26,360951.01,348792.23,1031.04,35679.45,370863.28,283109.256,203552079,43822681,22519896,1879406,19382886,19159070,42228281,415197,15745026,51905686,4097343,4297541,79,0,59098060.05,4914094.493,64012154.55
150,2024-12-15,1143626.25,245846.04,33328.09,20878.26,23232.46,417095.35,551190.16,0,38467.97,317770.2,30438.8175,190221783,41158883,22808309,2378109,5936067,23313050,61654215,0,9247755,54179686,4097343,4286212,76,0,57040655.54,5190437.947,62231093.49
151,2024-12-22,991246.74,242232.68,24069.55,21010.07,145036.53,262488.49,279081.5,0,22914.61,187999.45,0,168078911,42177080,16942687,2195417,13480217,16886874,41925102,0,2325718,29657540,0,4229149,84,0,39332984.75,4863860,44196844.75
152,2024-12-29,263895.51,63543.78,6638.22,6285.51,75987.94,60292.44,63507.14,0,22,52168.54,0,44564949,11653708,4650520,825926,8117046,4619448,8497893,0,1378,10211320,0,4355927,82,0,10965640.17,1413236.89,12378877.06
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
