week,spa,sb,sd,google_youtube,bing,google_without_youtube,others,fb-ig,twitter,tiktok,dsp,fincast,promotion,amazon search volume,google search index,amazon search index,sales_revenue,amz_search_without_keywords,amz_rev,dtc_rev,total_rev
2023/7/30,335603.18,57016.61,11462.86,0,2404.33,39552.14,0,112212.17,29472,0,144335.67,0,0,1705716,46,24.00206583,14529679.79,730710,7806663.19,348267.34,8154930.53
2023/8/6,416890.72,78988.07,15190.84,0,2363.29,25749.23,0,124439.43,30143.38,0,211082.56,0,0,1923372,44,27.80484796,14061583.36,747661,7942818.62,266807.07,8209625.69
2023/8/13,414038.21,94325.19,14110.42,0,2241.55,21149.61,437.58,124986.41,29259.27,0,232760.65,0,0,1895899,50,27.32485277,13998073.38,772781,7825153.26,285408.74,8110562
2023/8/20,468287.7,98931.72,15974.4,0,2374.19,30916.3,850.92,130219.23,41802.88,0,201089.87,0,0,1990834,46,28.98351195,13995252.27,735291,7568380.31,311076.77,7879457.08
2023/8/27,529743.96,107197.2,21773.97,0,2015.8,33443.4,855.09,81255.98,52344.12,0,181578.11,0,0,1710240,43,24.08110701,14572689.32,725664,7541523.18,320277.09,7861800.27
2023/9/3,582399.53,102829.48,22325.41,0,1784.07,39222.63,860.77,91478.13,37736.76,3276.82,162362.31,0,0,1962189,40,28.48304013,14508651.6,723302,7731919.018,295323.62,8027242.638
2023/9/10,638027.23,90549.12,18552.42,496.15,1903.65,62169.89,746.2,80142.56,12370.89,10351.34,135350.37,0,0,1907403,48,27.52584519,17226562.5,910942,9816413.485,460693.79,10277107.27
2023/9/17,512679.75,72286.12,13134.12,0,2407.56,74954.19,346.18,59522.39,16641.04,16896.9,124723.22,0,0,2173865,54,32.18134254,19841221.47,1091879,11122678.7,522367.33,11645046.03
2023/9/24,299109.13,46051.25,9261.39,0,2752.89,80737.02,0,78861.19,39635.28,4768.54,150459.93,0,0,2560911,50,38.9436262,17708718.2,1197063,9717122.15,440921.1,10158043.25
2023/10/1,298167.07,60976.86,8515.56,0,2709.54,62805.74,0,81864.9,40900.73,97012.73,181036.75,0,0,2647456,48,40.45569929,14995145.4,1049588,8396991.4,317541.77,8714533.17
2023/10/8,383055.83,71534.01,25535.88,0,2923.06,80229.27,0,169967.77,75333.6,139907.17,455576.01,0,1,2324342,64,34.81040513,30945608.69,2091565,17291534.93,397481.65,17689016.58
2023/10/15,273294.68,52863.74,14404.73,0,2117.66,41253.47,0,64108.49,18653.59,136344.06,230026.47,0,0,4936374,52,80.44658614,14729271.25,972818,8466715.54,331230.85,8797946.39
2023/10/22,278400.89,60970.81,9870.23,0,2511.58,33287.37,0,44648.06,18145.77,99110.97,170617.58,0,0,2562740,47,38.97558162,15137589.58,906343,7761096.575,276196.12,8037292.695
2023/10/29,276657.43,61014.57,9547.37,0,2320.61,37714.58,0,54437.71,17466.67,34812.62,142097.84,0,0,2083408,45,30.60092085,15498969.04,858393,8352018.292,271722.91,8623741.202
2023/11/5,274016.88,56262.07,7833.05,0,3040.62,33562.17,0,59077.01,14768.87,35890.93,133760.93,0,0,2078567,47,30.5163412,15825954.19,872499,7900321.783,403522.57,8303844.353
2023/11/12,213652.75,41565.1,4160.74,0,3189.9,54460.08,0,88166.48,24792.69,85234.25,173236.43,0,1,2121175,51,31.26076792,18750247.7,966928,8721309.865,476430.5,9197740.365
2023/11/19,206211.19,42709.94,3009.66,0,5163.79,90732.9,0,143082.9,81925.21,226635.53,355769.84,0,1,2735443,78,41.99296631,40139604.06,2103524,18804983.81,789859.56,19594843.37
2023/11/26,161738.34,32843.97,1868.11,0,7469.63,77829.93,0,107400.59,54862.75,91115.74,254498.47,0,1,5353699,62,87.73789009,26303391.1,1525865,13774181.66,543530.02,14317711.68
2023/12/3,107699.1,10519.54,482.86,0,2976.32,59204.98,0,63671.43,32118.74,45131.53,109667.01,0,0,4039068,51,64.7692824,17014844.75,986025,10109200.1,335083.64,10444283.74
2023/12/10,93271.99,1642.53,6.92,0,2891.12,45606.32,0,61414.32,34964.8,157214.37,90736.81,0,0,2220806,51,33.00147337,19277746.73,991894,10968138.26,343749.39,11311887.65
2023/12/17,92615.97,2028.97,6.99,0,2597.87,33656.61,0,60149.38,37449.4,110047.32,72287.49,0,0,2311666,50,34.58893609,16590427.04,1059323,9410659.641,298052.34,9708711.981
2023/12/24,93951.42,2516.08,7,0,3119.16,40705.67,0,54259.63,25958.7,226399.15,40496.7,0,0,2344451,61,35.16174002,14784787.44,1074009,8594570.99,343780.6,8938351.59
2023/12/31,94186.64,4349.31,197.56,0,2491.14,25495.33,0,8981.04,3822.21,29024.82,23110.73,0,0,2359218,46,35.41974202,18011621.1,860807,8315078.98,276781.87,8591860.85
2024/1/7,119322.79,13043.19,348.35,0,1981.75,41078.15,8332.15,19138.13,8014.89,22171.33,40935.44,0,0,2358576,51,35.4085253,14838754.56,840411,8098716.059,400430.73,8499146.789
2024/1/14,150325.59,18605.18,348.94,0,2013.31,29798.31,0,19991.42,9988.09,51009.99,42437.72,0,0,2037850,42,29.80495314,14249339.97,789046,7644254.371,339116.5,7983370.871
2024/1/21,165889.83,27429.69,167.46,0,1917.48,30924.45,0,15887.04,8340.8,77164.94,36536.57,0,0,1838588,39,26.32354223,14601379.98,782153,8080688.55,278979.6,8359668.15
2024/1/28,199604.54,24497.3,35.45,0,1832.12,28435.47,0,17785.68,6527.39,56326.75,28035.01,0,0,1854784,45,26.60651104,16547664.07,784862,8267513.299,321160.88,8588674.179
2024/2/4,206789.82,25314.26,438.18,0,1763.35,25915.36,0,18859.27,5007.81,52460.55,29222.44,0,0,2064975,44,30.27886824,14746740.13,748981,8134436.626,247630.33,8382066.956
2024/2/11,212695.25,25435.71,422.96,0,1727.77,29043.96,257.46,24511.81,7949.01,41201.36,31102.05,0,0,1927099,42,27.86996434,14366884.12,712903,7962614.303,249984.25,8212598.553
2024/2/18,258178.9,26885.23,168.67,0,1505.97,23930.01,342.33,15943.85,4345.16,43344,32286.26,0,0,1742395,52,24.64290388,14796169.32,775203,8218116.172,308376.25,8526492.422
2024/2/25,279248.18,23715.09,455.75,0,2326.18,30255.67,529.46,19118.23,3557.85,60240.18,42033.15,0,0,1856435,45,26.63535653,16982264.7,751406,8477344.66,284942.75,8762287.41
2024/3/3,296013.08,24194.6,1470.47,0,2561.48,32831.77,219.65,18264.14,4134.49,51478.98,50360.33,0,0,2016365,48,29.42957744,16983775.93,745267,8524615.013,245449.69,8770064.703
2024/3/10,283031.82,24183.73,1506.12,0,2913.74,31650.52,217.18,18877.11,4957.97,51361.28,63341.62,0,0,1972818,43,28.66874496,15353738.46,731610,8169636.462,309959.98,8479596.442
2024/3/17,277080.8,24741.01,769.25,0,3766.71,48399.71,214.8,40272.74,9609.81,65162.66,128177.14,0,0,1784341,48,25.37576444,18265382.75,821389,9395588.469,352276.93,9747865.399
2024/3/24,252041.74,23993.46,353.15,0,4317.77,44865.03,189.65,29845.3,8612.27,52285.33,80462.6,0,0,2171330,49,32.13705223,16527401.08,778596,8223410.679,357183.23,8580593.909
2024/3/31,273097.82,26094.44,348.1,0,3396.83,45855.4,328.03,31060.31,5880,19441.29,66834.02,0,0,2113784,45,31.13163588,16411033.76,767751,8755763.412,314961.11,9070724.522
2024/4/7,240032.42,27125.61,461.12,0,1856.84,37353.46,290.79,27896.8,5365.78,13041.58,62575.29,0,0,1973953,52,28.68857514,15159161.37,744700,8422514.553,267853.13,8690367.683
2024/4/14,239294.7,34041.34,784.58,0,1824.48,42090.61,397.33,56910.57,9358.11,26108.92,90540.01,0,0,1808062,48,25.79020648,17139935.9,758342,8814354.398,361200.21,9175554.608
2024/4/21,241275.17,37227.16,1101.04,0,1858.19,42797.74,356.55,31105.15,3068.39,34152.04,58203.15,0,0,1964597,50,28.52511156,16076125.87,743336,8402127.318,411732.47,8813859.788
2024/4/28,267082.47,37004.88,1016.04,0,1742.39,34613.75,585.34,21700.69,4629.55,73517.01,30510.19,104461.5531,0,1994717,45,29.05135388,15188587.76,718962,8465629,226967.9,8692596.9
2024/5/5,237333.97,38421.27,407.95,0,1448.46,29123.93,710.82,13945.28,6473.9,47171.23,61856.46,180228.6292,0,1827378,48,26.12768644,15148325.72,614555,8292130.28,260910,8553040.28
2024/5/12,277426.02,43705.6,600.78,0,1747.42,34874.11,805.69,20678.05,7480.9,138605.24,52234.67,176248.753,0,1562289,48,21.49617749,16212183.87,759364,9091854.3,329069.28,9420923.58
2024/5/19,298281.39,43749.72,707.65,0,2519.39,41787.99,715.51,29135.86,9854.4,66142.22,44987.84,136510.4378,0,1847620,55,26.48134504,16892183.02,790174,9269877.27,348543.46,9618420.73
2024/5/26,278111.01,40636.5,459.71,0,2846.91,53616.86,654.95,29943.86,16822.7,55818.59,54451.21,134798.7455,0,1925763,56,27.84662238,17817800.39,863923,9207151.88,321302.11,9528453.99
2024/6/2,238044.74,38942.16,365.21,47922.88,2316.68,42519.01,757.67,21786.61,15672.01,17568.81,61696.53,297825.5404,0,2236113,54,33.26891,17322233.15,793353,9007558.17,274964.16,9282522.33
2024/6/9,259490.57,41486.74,439.02,177329.76,1145.79,29344.73,737.26,38569.77,9217.43,10525.57,63059.75,169215.7072,0,2148066,57,31.73059468,17927031.94,823150,9557208.92,283500.4,9840709.32
2024/6/16,242335.96,40631.01,411.1,0,1016.6,26751.18,705.81,38737.69,7765.16,86373.92,56523,0,0,2028309,57,29.63825733,18021743.6,866952,9532292.35,313676.76,9845969.11
2024/6/23,236770.72,40654.45,307.11,0,951.41,26360.71,1015.4,23034.48,7525.51,6740.57,47045.95,0,0,2078533,54,30.51574717,16559241.33,801468,8935099.89,263663.21,9198763.1
2024/6/30,208972.02,38972.69,897.5,19449.49,1906.81,27083.85,758.45,23109.71,10119.89,4636.26,74620.68,0,0,2063128,55,30.24659834,15412330.43,832106,7808480.8,279159.89,8087640.69
2024/7/7,213248.14,39376.13,851.49,9042.39,1222.15,24157.01,663.42,23543.09,8941.84,27410.22,151557.88,0,0,2107449,67,31.02095377,18747823.54,919712,8274998.56,272777.54,8547776.1
2024/7/14,288386.95,54977.01,4492.08,16854.14,2372.59,31938.2,2960.43,101266.22,15863.43,12722.96,255972.21,0,1,2936413,81,45.50421859,43224359.46,1935257,22649109.63,393864.77,23042974.4
2024/7/21,182319.79,38341.01,591.02,4229.81,1633.07,23658.18,465.9,70865.01,7258.92,1445.87,67271.11,0,0,6055533,57,100,15325005.63,851718,8611992.85,197812.7,8809805.55
2024/7/28,194955.6,36055.92,1625.47,1327.73,1412.87,19157.86,397.53,40981.1,2972.42,2287.86,50482.45,0,0,2102942,51,30.94220961,16664960.83,791792,9082417.44,216289.23,9298706.67
2024/8/4,235832.02,42258.71,2980.8,5020.55,836.51,54043.9,30276.7,22089.95,2048.55,3022.06,41695.07,0,0,1972168,52,28.65738847,19318858.04,810792,9213311.46,591746.97,9805058.43
2024/8/11,293429.41,49860.87,6092.32,9667.19,733.48,40180.36,18869.01,42068.86,4286.34,1858.84,45252.67,0,0,2166513,57,32.0528919,19292372.31,891823,10383302.84,377891.05,10761193.89
2024/8/18,282470.84,47359.63,5839.17,8932.13,1105.69,48705.13,26178.13,49827.97,5621.55,12667.64,48305.12,0,0,2372436,57,35.65068063,18422987.76,851883,9761865.17,346389.51,10108254.68
2024/8/25,309947.37,46633.64,6467.11,18960.1,1710.21,49102.1,12838.61,59010.82,6061.43,3674.15,53258.74,0,0,2144324,53,31.66521624,19440515.62,858402,9623052.5,319773.03,9942825.53
2024/9/1,337094.13,49615.85,7190.26,15375.06,1808.55,34086.41,938.03,54430.88,7913.13,3873.9,57230.7,0,0,2444976,55,36.91806501,19185639.23,857132,9439587.95,369182.64,9808770.59
2024/9/8,397935.7,63485.33,7206.55,52473.59,1809.47,37713.29,474.99,65128.59,9559.79,4795.84,85979.04,0,0,2389277,59,35.94491857,19934371.68,931408,10585864.13,409242.61,10995106.74
2024/9/15,409715.07,65703.56,7348.84,53847.03,1778.4,39706.45,426.08,68526.12,14012.24,52519.31,83012.64,0,0,2325883,52,34.83732875,20649386.53,1022282,11298380.47,423982.09,11722362.56
2024/9/22,353824.98,68659.74,6163.37,55527.26,1969.22,34785.25,403.05,76285.02,20236.04,194415.78,84555.66,0,0,2450920,55,37.02191576,21048171.21,1110990,11276954.17,378211.18,11655165.35
2024/9/29,322102.44,68420.75,6348.17,56607.6,2055.67,34140.62,420.54,56702.12,18696.15,10817.6,287078.65,0,0,2583609,58,39.34019487,19259795.2,1012286,10569645.83,361059.42,10930705.25
2024/10/6,462227.85,88154.82,13281.02,43486.35,2018.24,35786.69,1890.88,76120.03,15510.05,16739.62,284059.05,0,1,2496919,80,37.82558841,33823079.45,1930356,20608927.76,491654.84,21100582.6
2024/10/13,347629.86,63144.75,6883.27,29020.67,1779.03,34805.05,1390.84,57759.48,10054.98,6994.05,74137.01,0,0,4653078,59,75.49697315,24622473.77,961283,10856711.5,351856.05,11208567.55
2024/10/20,304429.55,58543.56,4666.48,31282.62,2162.48,34173.37,141.67,56000.86,9358.65,10948.64,84169.77,0,0,3253792,55,51.04931355,18633740.59,899469,10205886.72,366612.38,10572499.1
2024/10/27,269018.3,45081.57,4711.45,48411.47,2281.06,32424.92,139.38,74127.79,8546.98,9616.94,124113.61,43596.0421,0,2588313,51,39.42238092,17469656.72,860441,9006697.06,349269.83,9355966.89
2024/11/3,237270.59,45015.47,4013.46,67758.77,2253.52,37754.51,283.77,115027.2,7338.39,6784.8,177939.22,164332.16,0,2096166,53,30.82382256,19057771.56,889096,9231722.13,451951.66,9683673.79
2024/11/10,254145.95,47326.54,5015.02,57107.01,2683.68,41613.18,301.5,125771.98,6404.07,4199.76,158647.73,204545.5195,0,2195089,56,32.55215818,19856768.34,995944,10406468.54,473982.31,10880450.85
2024/11/17,310433.65,64857.21,9520.89,40566.69,1744.08,50537.76,293.76,184739.3,7794.35,4118.53,233230.5,232617.8621,1,2317349,64,34.68822676,29366577.66,1386275,16122120.07,723211.8,16845331.87
2024/11/24,423626.58,82249.1,12519.62,276342.6,4609.13,61137.34,276.71,389744.68,12426.24,10737.83,475962.68,267424.6104,1,3529483,100,55.86605561,53461251.35,2114452,24980577.65,1233939.67,26214517.32
2024/12/1,230939.28,49536.16,4945.98,378118.32,4055.24,68060.43,290.62,197115.63,3665.59,247,249066.38,218696.8688,1,5566026,85,91.44756647,35222331.08,1529678,16166397.14,869616.23,17036013.37
2024/12/8,223380.89,41442.41,3567.4,124233.92,3252.24,49659.52,288.16,151792.56,1031.04,0,258595.22,283109.256,0,4069114,70,65.29423183,25707509.25,1134496,14541920.65,582461.38,15124382.03
2024/12/15,192079.83,36902.17,2399.81,0,2335.24,42972.42,281.75,194472.27,0,0,193841.26,30438.8175,0,2548330,65,38.72381696,23383175.11,1161950,12922108.89,437285.44,13359394.33
2024/12/22,204886.64,35825.35,2567.96,0,1890.17,40565.12,190.48,121208.37,0,0,115667.33,0,0,2546083,72,38.68455844,17687461.44,1125071,9907911.48,339730.37,10247641.85
2024/12/29,54335.32,9932.93,968.13,0,617.54,12664.05,99.96,28626.03,0,0,31492.58,0,0,2447738,64,36.96632137,4906475.72,1021472,2884756,109811.15,2994567.15
