week,spa,sb,sd,google_youtube,bing,google_without_youtube,others,fb-ig,twitter,tiktok,dsp,fincast,promotion,amazon search volume,google search index,amazon search index,sales_revenue,amz_search_without_keywords,amz_rev,dtc_rev,total_rev,spa_impressions,sb_impressions,sd_impressions,bing_impressions,google_youtube_impressions,google_without_youtube_impressions,fb-ig_impressions,twitter_impressions,tiktok_impressions,dsp_impressions,fincast_impressions
2023-07-30,335603.18,57016.61,11462.86,0,2404.33,39552.14,0,112212.17,29472,0,144335.67,0,0,1705716,46,24.00206583,14529679.79,730710,7806663.19,348267.34,8154930.53,42727845,3766007,2767433,398325,0,6710157,31603904,17405499,0,10527806,0
2023-08-06,416890.72,78988.07,15190.84,0,2363.29,25749.23,0,124439.43,30143.38,0,211082.56,0,0,1923372,44,27.80484796,14061583.36,747661,7942818.62,266807.07,8209625.69,45694663,4009633,3720548,366607,0,2690453,31712696,18951536,0,12221228,0
2023-08-13,414038.21,94325.19,14110.42,0,2241.55,21149.61,437.58,124986.41,29259.27,0,232760.65,0,0,1895899,50,27.32485277,13998073.38,772781,7825153.26,285408.74,8110562,45867168,4400653,3720322,91987,0,2185896,28209754,15746873,0,13208074,0
2023-08-20,468287.7,98931.72,15974.4,0,2374.19,30916.3,850.92,130219.23,41802.88,0,201089.87,0,0,1990834,46,28.98351195,13995252.27,735291,7568380.31,311076.77,7879457.08,55274966,4380303,4044707,232437,0,2812477,21749510,25141152,0,12699444,0
2023-08-27,529743.96,107197.2,21773.97,0,2015.8,33443.4,855.09,81255.98,52344.12,0,181578.11,0,0,1710240,43,24.08110701,14572689.32,725664,7541523.18,320277.09,7861800.27,60765983,4626719,4907551,112563,0,3066235,10797672,29774748,0,13053472,0
2023-09-03,582399.53,102829.48,22325.41,0,1784.07,39222.63,860.77,91478.13,37736.76,3276.82,162362.31,0,0,1962189,40,28.48304013,14508651.6,723302,7731919.018,295323.62,8027242.638,67297579,4794287,4951946,52597,0,2695832,12285432,16551981,463869,14080209,0
2023-09-10,638027.23,90549.12,18552.42,496.15,1903.65,62169.89,746.2,80142.56,12370.89,10351.34,135350.37,0,0,1907403,48,27.52584519,17226562.5,910942,9816413.485,460693.79,10277107.27,74354524,4362911,4001249,62995,89141,5847112,10153286,4283795,1250511,12632580,0
2023-09-17,512679.75,72286.12,13134.12,0,2407.56,74954.19,346.18,59522.39,16641.04,16896.9,124723.22,0,0,2173865,54,32.18134254,19841221.47,1091879,11122678.7,522367.33,11645046.03,51965752,4775296,2282796,74450,0,8776252,8276034,6384496,2030351,11438244,0
2023-09-24,299109.13,46051.25,9261.39,0,2752.89,80737.02,0,78861.19,39635.28,4768.54,150459.93,0,0,2560911,50,38.9436262,17708718.2,1197063,9717122.15,440921.1,10158043.25,31691225,2622785,1549823,74843,0,16714385,10408087,14544791,962000,14968981,0
2023-10-01,298167.07,60976.86,8515.56,0,2709.54,62805.74,0,81864.9,40900.73,97012.73,181036.75,0,0,2647456,48,40.45569929,14995145.4,1049588,8396991.4,317541.77,8714533.17,36638737,3281470,1260877,78032,0,16099670,11071618,14613908,20056526,24759559,0
2023-10-08,383055.83,71534.01,25535.88,0,2923.06,80229.27,0,169967.77,75333.6,139907.17,455576.01,0,1,2324342,64,34.81040513,30945608.69,2091565,17291534.93,397481.65,17689016.58,48868566,3628819,3632525,114919,0,15460748,18712726,36301364,31934880,52622106,0
2023-10-15,273294.68,52863.74,14404.73,0,2117.66,41253.47,0,64108.49,18653.59,136344.06,230026.47,0,0,4936374,52,80.44658614,14729271.25,972818,8466715.54,331230.85,8797946.39,40241683,3564688,3358024,128655,0,4315159,8438785,8186893,36420791,26049160,0
2023-10-22,278400.89,60970.81,9870.23,0,2511.58,33287.37,0,44648.06,18145.77,99110.97,170617.58,0,0,2562740,47,38.97558162,15137589.58,906343,7761096.575,276196.12,8037292.695,41131805,3883971,3265215,148806,0,3938954,6139104,5913345,21166757,18664820,0
2023-10-29,276657.43,61014.57,9547.37,0,2320.61,37714.58,0,54437.71,17466.67,34812.62,142097.84,0,0,2083408,45,30.60092085,15498969.04,858393,8352018.292,271722.91,8623741.202,47971529,4558620,2563061,160611,0,5567825,7950248,7332753,4916094,11042742,0
2023-11-05,274016.88,56262.07,7833.05,0,3040.62,33562.17,0,59077.01,14768.87,35890.93,133760.93,0,0,2078567,47,30.5163412,15825954.19,872499,7900321.783,403522.57,8303844.353,44399531,4556774,1604643,156745,0,4158596,8318539,6955776,4374695,9918567,0
2023-11-12,213652.75,41565.1,4160.74,0,3189.9,54460.08,0,88166.48,24792.69,85234.25,173236.43,0,1,2121175,51,31.26076792,18750247.7,966928,8721309.865,476430.5,9197740.365,39953819,4043643,668951,151310,0,5248242,9209815,15942511,9941719,13438015,0
2023-11-19,206211.19,42709.94,3009.66,0,5163.79,90732.9,0,143082.9,81925.21,226635.53,355769.84,0,1,2735443,78,41.99296631,40139604.06,2103524,18804983.81,789859.56,19594843.37,65527328,3450139,372636,163029,0,5944884,10136208,46384519,21880147,26881257,0
2023-11-26,161738.34,32843.97,1868.11,0,7469.63,77829.93,0,107400.59,54862.75,91115.74,254498.47,0,1,5353699,62,87.73789009,26303391.1,1525865,13774181.66,543530.02,14317711.68,56454121,3637547,256264,700896,0,5605215,9642032,31909863,9624564,26005891,0
2023-12-03,107699.1,10519.54,482.86,0,2976.32,59204.98,0,63671.43,32118.74,45131.53,109667.01,0,0,4039068,51,64.7692824,17014844.75,986025,10109200.1,335083.64,10444283.74,30920458,1326813,79186,235964,0,5598548,7372532,17909857,6850309,12177843,0
2023-12-10,93271.99,1642.53,6.92,0,2891.12,45606.32,0,61414.32,34964.8,157214.37,90736.81,0,0,2220806,51,33.00147337,19277746.73,991894,10968138.26,343749.39,11311887.65,21427039,148141,1200,99854,0,4365848,7199893,13678838,21046337,11132949,0
2023-12-17,92615.97,2028.97,6.99,0,2597.87,33656.61,0,60149.38,37449.4,110047.32,72287.49,0,0,2311666,50,34.58893609,16590427.04,1059323,9410659.641,298052.34,9708711.981,21541785,148908,1269,143257,0,5784705,8082931,23559411,16265750,9859097,0
2023-12-24,93951.42,2516.08,7,0,3119.16,40705.67,0,54259.63,25958.7,226399.15,40496.7,0,0,2344451,61,35.16174002,14784787.44,1074009,8594570.99,343780.6,8938351.59,26658677,220293,1166,204469,0,5289072,8510548,18551527,15706288,8463804,0
2023-12-31,94186.64,4349.31,197.56,0,2491.14,25495.33,0,8981.04,3822.21,29024.82,23110.73,0,0,2359218,46,35.41974202,18011621.1,860807,8315078.98,276781.87,8591860.85,28008431,451960,46468,224622,0,2495695,2301998,3647269,4114001,6610905,0
2024-01-7,119322.79,13043.19,348.35,0,1981.75,41078.15,8332.15,19138.13,8014.89,22171.33,40935.44,0,0,2358576,51,35.4085253,14838754.56,840411,8098716.059,400430.73,8499146.789,25208648,913876,81657,93569,0,4400828,3676984,6643315,3807090,7793475,0
2024-01-14,150325.59,18605.18,348.94,0,2013.31,29798.31,0,19991.42,9988.09,51009.99,42437.72,0,0,2037850,42,29.80495314,14249339.97,789046,7644254.371,339116.5,7983370.871,27553958,1415920,84298,87338,0,3181045,3532694,9199230,8740984,6716890,0
2024-01-21,165889.83,27429.69,167.46,0,1917.48,30924.45,0,15887.04,8340.8,77164.94,36536.57,0,0,1838588,39,26.32354223,14601379.98,782153,8080688.55,278979.6,8359668.15,31250515,2395161,37781,78136,0,2988725,2777079,8790382,11310992,4362331,0
2024-01-28,199604.54,24497.3,35.45,0,1832.12,28435.47,0,17785.68,6527.39,56326.75,28035.01,0,0,1854784,45,26.60651104,16547664.07,784862,8267513.299,321160.88,8588674.179,38587469,2341250,9120,68454,0,2859395,2661315,6603388,7550000,4228621,0
2024-02-04,206789.82,25314.26,438.18,0,1763.35,25915.36,0,18859.27,5007.81,52460.55,29222.44,0,0,2064975,44,30.27886824,14746740.13,748981,8134436.626,247630.33,8382066.956,34515864,2278411,115815,75603,0,2656072,2611371,3883003,7900134,3703864,0
2024-02-11,212695.25,25435.71,422.96,0,1727.77,29043.96,257.46,24511.81,7949.01,41201.36,31102.05,0,0,1927099,42,27.86996434,14366884.12,712903,7962614.303,249984.25,8212598.553,32669209,2162410,87500,85353,0,2787881,3583549,5933716,6636050,4312521,0
2024-02-18,258178.9,26885.23,168.67,0,1505.97,23930.01,342.33,15943.85,4345.16,43344,32286.26,0,0,1742395,52,24.64290388,14796169.32,775203,8218116.172,308376.25,8526492.422,38301560,2314408,34897,72070,0,2347816,2483759,4254020,5798222,5243707,0
2024-02-25,279248.18,23715.09,455.75,0,2326.18,30255.67,529.46,19118.23,3557.85,60240.18,42033.15,0,0,1856435,45,26.63535653,16982264.7,751406,8477344.66,284942.75,8762287.41,43543545,2445278,60993,123281,0,2872054,2947992,3452250,7724192,6997325,0
2024-03-03,296013.08,24194.6,1470.47,0,2561.48,32831.77,219.65,18264.14,4134.49,51478.98,50360.33,0,0,2016365,48,29.42957744,16983775.93,745267,8524615.013,245449.69,8770064.703,52203549,2445605,258183,112935,0,2943746,2798209,4124991,6954978,6992265,0
2024-03-10,283031.82,24183.73,1506.12,0,2913.74,31650.52,217.18,18877.11,4957.97,51361.28,63341.62,0,0,1972818,43,28.66874496,15353738.46,731610,8169636.462,309959.98,8479596.442,48876217,2533885,232795,348792,0,3279739,2518535,6262555,5321839,6784763,0
2024-03-17,277080.8,24741.01,769.25,0,3766.71,48399.71,214.8,40272.74,9609.81,65162.66,128177.14,0,0,1784341,48,25.37576444,18265382.75,821389,9395588.469,352276.93,9747865.399,56553248,2575414,140960,794515,0,4160890,4061500,11856506,8150836,10091320,0
2024-03-24,252041.74,23993.46,353.15,0,4317.77,44865.03,189.65,29845.3,8612.27,52285.33,80462.6,0,0,2171330,49,32.13705223,16527401.08,778596,8223410.679,357183.23,8580593.909,51269452,2264600,63542,1006903,0,3881870,3413641,12722652,4506907,7370003,0
2024-03-31,273097.82,26094.44,348.1,0,3396.83,45855.4,328.03,31060.31,5880,19441.29,66834.02,0,0,2113784,45,31.13163588,16411033.76,767751,8755763.412,314961.11,9070724.522,59641933,2689368,70591,439144,0,3814329,3974409,8717662,2168917,7510052,0
2024-04-07,240032.42,27125.61,461.12,0,1856.84,37353.46,290.79,27896.8,5365.78,13041.58,62575.29,0,0,1973953,52,28.68857514,15159161.37,744700,8422514.553,267853.13,8690367.683,61263550,2845711,46119,66043,0,3893162,3719902,5063571,1548290,7129565,0
2024-04-14,239294.7,34041.34,784.58,0,1824.48,42090.61,397.33,56910.57,9358.11,26108.92,90540.01,0,0,1808062,48,25.79020648,17139935.9,758342,8814354.398,361200.21,9175554.608,67720199,3343592,274002,60524,0,3383684,6731909,10128822,3492364,9456692,0
2024-04-21,241275.17,37227.16,1101.04,0,1858.19,42797.74,356.55,31105.15,3068.39,34152.04,58203.15,0,0,1964597,50,28.52511156,16076125.87,743336,8402127.318,411732.47,8813859.788,53768146,3455091,351578,69158,0,3337501,3653010,3412316,2591082,5882099,0
2024-04-28,267082.47,37004.88,1016.04,0,1742.39,34613.75,585.34,21700.69,4629.55,73517.01,30510.19,104461.5531,0,1994717,45,29.05135388,15188587.76,718962,8465629,226967.9,8692596.9,51742065,4191714,362689,89663,0,2698924,2649437,3980960,5639819,3209066,602953
2024-05-05,237333.97,38421.27,407.95,0,1448.46,29123.93,710.82,13945.28,6473.9,47171.23,61856.46,180228.6292,0,1827378,48,26.12768644,15148325.72,614555,8292130.28,260910,8553040.28,41365293,4090309,62987,70601,0,2255313,1759272,4775766,3738056,7229044,4106065
2024-05-12,277426.02,43705.6,600.78,0,1747.42,34874.11,805.69,20678.05,7480.9,138605.24,52234.67,176248.753,0,1562289,48,21.49617749,16212183.87,759364,9091854.3,329069.28,9420923.58,53026887,4532697,83712,71664,0,2724634,2616984,5894653,14269242,5234096,4106065
2024-05-19,298281.39,43749.72,707.65,0,2519.39,41787.99,715.51,29135.86,9854.4,66142.22,44987.84,136510.4378,0,1847620,55,26.48134504,16892183.02,790174,9269877.27,348543.46,9618420.73,54313158,4655754,118865,54842,0,3657149,3810084,6314618,5566237,4001906,4106065
2024-05-26,278111.01,40636.5,459.71,0,2846.91,53616.86,654.95,29943.86,16822.7,55818.59,54451.21,134798.7455,0,1925763,56,27.84662238,17817800.39,863923,9207151.88,321302.11,9528453.99,49012334,4762135,64305,70431,0,4926822,3844385,11933805,4552722,4658109,4106065
2024-06-02,238044.74,38942.16,365.21,47922.88,2316.68,42519.01,757.67,21786.61,15672.01,17568.81,61696.53,297825.5404,0,2236113,54,33.26891,17322233.15,793353,9007558.17,274964.16,9282522.33,39147371,4104169,55477,54763,5091263,3785420,2633207,10305955,1422512,4841099,3757651
2024-06-09,259490.57,41486.74,439.02,177329.76,1145.79,29344.73,737.26,38569.77,9217.43,10525.57,63059.75,169215.7072,0,2148066,57,31.73059468,17927031.94,823150,9557208.92,283500.4,9840709.32,42138243,4457379,70011,18366,19082541,2882450,4080766,5485360,699715,5462789,7515303
2024-06-16,242335.96,40631.01,411.1,0,1016.6,26751.18,705.81,38737.69,7765.16,86373.92,56523,0,0,2028309,57,29.63825733,18021743.6,866952,9532292.35,313676.76,9845969.11,39355687,4284670,64746,16508,0,3088564,4388679,4860625,11196358,4981956,0
2024-06-23,236770.72,40654.45,307.11,0,951.41,26360.71,1015.4,23034.48,7525.51,6740.57,47045.95,0,0,2078533,54,30.51574717,16559241.33,801468,8935099.89,263663.21,9198763.1,39742360,3991984,56634,19704,0,3017002,2763464,4102247,237628,4304586,0
2024-06-30,208972.02,38972.69,897.5,19449.49,1906.81,27083.85,758.45,23109.71,10119.89,4636.26,74620.68,0,0,2063128,55,30.24659834,15412330.43,832106,7808480.8,279159.89,8087640.69,29819203,4204584,102453,24437,1985077,3961632,2827131,7151450,172058,7171220,0
2024-07-07,213248.14,39376.13,851.49,9042.39,1222.15,24157.01,663.42,23543.09,8941.84,27410.22,151557.88,0,0,2107449,67,31.02095377,18747823.54,919712,8274998.56,272777.54,8547776.1,31268638,4748455,111888,13936,1934207,3982126,2544935,5895381,2699046,14003349,0
2024-07-14,288386.95,54977.01,4492.08,16854.14,2372.59,31938.2,2960.43,101266.22,15863.43,12722.96,255972.21,0,1,2936413,81,45.50421859,43224359.46,1935257,22649109.63,393864.77,23042974.4,43957888,5134885,388500,25202,4638659,4652315,8943021,6919263,1198507,24921812,0
2024-07-21,182319.79,38341.01,591.02,4229.81,1633.07,23658.18,465.9,70865.01,7258.92,1445.87,67271.11,0,0,6055533,57,100,15325005.63,851718,8611992.85,197812.7,8809805.55,26936648,4654078,126494,22716,1631507,3225890,6931593,2400988,65466,7831914,0
2024-07-28,194955.6,36055.92,1625.47,1327.73,1412.87,19157.86,397.53,40981.1,2972.42,2287.86,50482.45,0,0,2102942,51,30.94220961,16664960.83,791792,9082417.44,216289.23,9298706.67,28472645,4572251,405334,17204,307309,2578462,3983081,1190128,85081,6409180,0
2024-08-04,235832.02,42258.71,2980.8,5020.55,836.51,54043.9,30276.7,22089.95,2048.55,3022.06,41695.07,0,0,1972168,52,28.65738847,19318858.04,810792,9213311.46,591746.97,9805058.43,35770412,4803672,521861,14286,1057470,7565030,2602427,1516986,103761,4705841,0
2024-08-11,293429.41,49860.87,6092.32,9667.19,733.48,40180.36,18869.01,42068.86,4286.34,1858.84,45252.67,0,0,2166513,57,32.0528919,19292372.31,891823,10383302.84,377891.05,10761193.89,45065017,5312150,789907,15266,1112428,4304817,4878495,3336283,63706,4647118,0
2024-08-18,282470.84,47359.63,5839.17,8932.13,1105.69,48705.13,26178.13,49827.97,5621.55,12667.64,48305.12,0,0,2372436,57,35.65068063,18422987.76,851883,9761865.17,346389.51,10108254.68,45421879,5097697,800253,22045,2745684,4955232,5445205,3180641,766329,4640938,0
2024-08-25,309947.37,46633.64,6467.11,18960.1,1710.21,49102.1,12838.61,59010.82,6061.43,3674.15,53258.74,0,0,2144324,53,31.66521624,19440515.62,858402,9623052.5,319773.03,9942825.53,44337728,5043833,815110,24469,6992699,5270472,6237985,3248621,112283,7360067,0
2024-09-01,337094.13,49615.85,7190.26,15375.06,1808.55,34086.41,938.03,54430.88,7913.13,3873.9,57230.7,0,0,2444976,55,36.91806501,19185639.23,857132,9439587.95,369182.64,9808770.59,43679510,4895867,906022,17482,4554185,4949900,7095093,3544930,141748,6165012,0
2024-09-08,397935.7,63485.33,7206.55,52473.59,1809.47,37713.29,474.99,65128.59,9559.79,4795.84,85979.04,0,0,2389277,59,35.94491857,19934371.68,931408,10585864.13,409242.61,10995106.74,53647306,5841672,828725,19776,17772529,4777437,7041836,4703653,180390,9562863,0
2024-09-15,409715.07,65703.56,7348.84,53847.03,1778.4,39706.45,426.08,68526.12,14012.24,52519.31,83012.64,0,0,2325883,52,34.83732875,20649386.53,1022282,11298380.47,423982.09,11722362.56,57261100,6187362,884259,24902,28185020,3805634,6495588,5898593,5437041,11567131,0
2024-09-22,353824.98,68659.74,6163.37,55527.26,1969.22,34785.25,403.05,76285.02,20236.04,194415.78,84555.66,0,0,2450920,55,37.02191576,21048171.21,1110990,11276954.17,378211.18,11655165.35,45556033,6220915,795272,29740,15928177,4095505,7867314,8451740,27299479,10760938,0
2024-09-29,322102.44,68420.75,6348.17,56607.6,2055.67,34140.62,420.54,56702.12,18696.15,10817.6,287078.65,0,0,2583609,58,39.34019487,19259795.2,1012286,10569645.83,361059.42,10930705.25,45602236,6127170,816344,39885,16558137,3686613,6734155,10496642,1064112,20476248,0
2024-10-06,462227.85,88154.82,13281.02,43486.35,2018.24,35786.69,1890.88,76120.03,15510.05,16739.62,284059.05,0,1,2496919,80,37.82558841,33823079.45,1930356,20608927.76,491654.84,21100582.6,59132854,7327610,1188184,35196,12606473,3114210,8116018,8501697,1841183,22223604,0
2024-10-13,347629.86,63144.75,6883.27,29020.67,1779.03,34805.05,1390.84,57759.48,10054.98,6994.05,74137.01,0,0,4653078,59,75.49697315,24622473.77,961283,10856711.5,351856.05,11208567.55,42326629,5857641,949569,22301,9320742,3387110,6547428,5995000,521563,7611835,0
2024-10-20,304429.55,58543.56,4666.48,31282.62,2162.48,34173.37,141.67,56000.86,9358.65,10948.64,84169.77,0,0,3253792,55,51.04931355,18633740.59,899469,10205886.72,366612.38,10572499.1,39923978,5564636,572547,22670,17685721,3608599,8213295,3484204,523744,9011521,0
2024-10-27,269018.3,45081.57,4711.45,48411.47,2281.06,32424.92,139.38,74127.79,8546.98,9616.94,124113.61,43596.0421,0,2588313,51,39.42238092,17469656.72,860441,9006697.06,349269.83,9355966.89,30223894,5042502,556277,27713,38340725,3721099,8710487,3035153,500760,12355963,0
2024-11-03,237270.59,45015.47,4013.46,67758.77,2253.52,37754.51,283.77,115027.2,7338.39,6784.8,177939.22,164332.16,0,2096166,53,30.82382256,19057771.56,889096,9231722.13,451951.66,9683673.79,30486057,4865853,643304,30018,40791878,3882463,13737746,3546819,388458,19244776,5272788
2024-11-10,254145.95,47326.54,5015.02,57107.01,2683.68,41613.18,301.5,125771.98,6404.07,4199.76,158647.73,204545.5195,0,2195089,56,32.55215818,19856768.34,995944,10406468.54,473982.31,10880450.85,51667660,4867448,759842,28553,23457123,4262677,12041741,2402150,104361,14602539,5272788
2024-11-17,310433.65,64857.21,9520.89,40566.69,1744.08,50537.76,293.76,184739.3,7794.35,4118.53,233230.5,232617.8621,1,2317349,64,34.68822676,29366577.66,1386275,16122120.07,723211.8,16845331.87,65185154,5373942,732862,20497,11262755,4778062,19729963,2017552,115799,21508771,5272788
2024-11-24,423626.58,82249.1,12519.62,276342.6,4609.13,61137.34,276.71,389744.68,12426.24,10737.83,475962.68,267424.6104,1,3529483,100,55.86605561,53461251.35,2114452,24980577.65,1233939.67,26214517.32,103843960,6720471,701892,31662,33431948,5506249,34276963,1808010,729567,37221715,5272788
2024-12-01,230939.28,49536.16,4945.98,378118.32,4055.24,68060.43,290.62,197115.63,3665.59,247,249066.38,218696.8688,1,5566026,85,91.44756647,35222331.08,1529678,16166397.14,869616.23,17036013.37,42465826,4621024,667474,43978,41027490,5795237,17400901,957933,3636,24721460,4097343
2024-12-08,223380.89,41442.41,3567.4,124233.92,3252.24,49659.52,288.16,151792.56,1031.04,0,258595.22,283109.256,0,4069114,70,65.29423183,25707509.25,1134496,14541920.65,582461.38,15124382.03,36996434,4455898,475874,41598,13432379,4583213,12544885,415197,0,28552896,4097343
2024-12-15,192079.83,36902.17,2399.81,0,2335.24,42972.42,281.75,194472.27,0,0,193841.26,30438.8175,0,2548330,65,38.72381696,23383175.11,1161950,12922108.89,437285.44,13359394.33,29375408,4067650,337127,38424,0,5421324,16789029,0,0,25308369,4097343
2024-12-22,204886.64,35825.35,2567.96,0,1890.17,40565.12,190.48,121208.37,0,0,115667.33,0,0,2546083,72,38.68455844,17687461.44,1125071,9907911.48,339730.37,10247641.85,26439204,4211978,282726,34026,0,5262732,12813336,0,0,17975370,0
2024-12-29,54335.32,9932.93,968.13,0,617.54,12664.05,99.96,28626.03,0,0,31492.58,0,0,2447738,64,36.96632137,4906475.72,1021472,2884756,109811.15,2994567.15,7464823,1123734,129422,12564,0,1645756,3371860,0,0,5683658,0
